ZONE,CIRCLE,DIVISION,DIV_CODE_x,area,1ph_sm,1ph_tot,3ph_sm,3ph_tot,CONSUMPTION_CURR_MNTH,CURRENT_ASSESSMENT,HT_sm,HT_tot,billable,idf,mobile_no,mri_billing,mu_billed,neg_inf,ocr_billing,pos_inf,rdf,real,rem_luc,rem_np,slab_abv_10k,tagged,td_cnt,total,total_billed,turn_up,ce%,turn_up %
AMAUSI ZONE,EDC LUCKNOW RURAL,MALIHABAD,DIV302646,"malihabad tehsil,mirzaganj,galla mandi, gaunda mo\aujjam nagar, amdabad, katauli,chandpur,",246,3438,8,151,582912.48,5684975.62,1,3,2865,95,3101,1210,2583,4,0,6,0,4854884,55,55,848,3559,273,3671,2792,1497,85.4%,53.6%
AMAUSI ZONE,EDC LUCKNOW RURAL,NADAR GANJ,DIV302641,"gehroo, piparsand, banthara, jairajpuri , darogakheda, neewa, aurawa, rashulpur",3104,13352,15,354,3506809.09,28865503.29,0,15,13705,157,13448,5127,11427,29,0,19,0,22123698.95,85,85,2025,13701,529,13706,13055,6993,76.6%,53.6%
AMAUSI ZONE,EUDC VRINDAVAN,EUDD_ALAMBAGH,DIV302671,"chota barha, asarfi",2230,4333,130,340,1921916,11716825.879999999,0,5,4673,11,4591,1003,4446,69,0,1,0,15057260.97,1,1,155,4673,11,4673,4570,3932,128.5%,86.0%
AMAUSI ZONE,EUDC VRINDAVAN,EUDD_ALAMBAGH,DIV302671,"old sardari khera, koritana ,sujanpura, anand nagar ,bada barha",855,2693,39,344,1403992,12440143.07,0,3,3037,10,2960,895,2695,72,0,1,0,11461737,0,0,157,3037,30,3037,2906,2346,92.1%,80.7%
AMAUSI ZONE,EUDC VRINDAVAN,EUDD_ALAMBAGH,DIV302671,"pooran nagar, amrudibagh, sneh nagar metro",595,2066,36,393,1214463.64,11399679.1,0,7,2459,12,2439,906,2323,12,0,0,0,10579581,0,0,161,2459,2,2459,2426,2015,92.8%,83.1%
AMAUSI ZONE,EUDC VRINDAVAN,EUDD_VRINDAVAN,DIV302673,sarada nagar,3035,5914,98,1006,2640863.5,21777746.38,0,4,6920,20,6869,1793,6269,236,0,2,0,17498684.91,2,2,602,6920,2,6920,6549,4789,80.4%,73.1%
AMAUSI ZONE,EUDC VRINDAVAN,EUDD_VRINDAVAN,DIV302673,vrindavan yojna,326,3265,51,925,1796960.8,17725590.08,0,11,4190,40,4166,1714,3689,59,0,2,0,14376754.01,1,1,281,4190,2,4190,3922,3318,81.1%,84.6%
AYODHYA ZONE,EDC AKBARPUR,EDD ALAPUR,DIV324734,"bahuddinpur,dekwa, kajipur,semra nasirpur,vajdahiya piepur, tandwa",33,10253,0,55,1432684.57,10407323.17,0,0,10308,530,9296,2140,8187,17,0,0,0,3779974,1746,1746,3539,10307,909,10308,9878,2670,36.3%,27.0%
AYODHYA ZONE,EDC AKBARPUR,EDD JALALPUR,DIV324733,"rannu kha ka pura,vazidpur,usmapur nagpur, chilwaniya, jaffarpur",1278,5827,2,73,1214698.43,8153228.67,0,2,5900,11,5490,668,5017,5,0,0,0,5836190.17,358,358,1317,5894,7,5900,5515,3069,71.6%,55.6%
AYODHYA ZONE,EDC AKBARPUR,EDD-AMBEDKARNAGAR,DIV324731,"patoha ganepur,haripalpur,kalepur mahuval,tarakhurd,saidpur bhitri, jafarganj,nasirpur kaithi,sadarpur, saidapur, kakardila ,",337,8887,9,90,1383303.33,14665602.4,3,9,8846,221,8261,869,7386,12,0,5,0,4509667,2137,2137,3661,8855,711,8977,8434,1470,30.7%,17.4%
AYODHYA ZONE,EDC AKBARPUR,EDD_TANDA,DIV324732,"iltifatganj ,vidhut nagar,makhdumpur,kedar nagar",48,6142,1,83,864697.72,8017791.79,0,0,6225,92,5938,1705,5930,3,0,5,0,3343383,825,825,1836,6196,1329,6225,6152,1944,41.7%,31.6%
AYODHYA ZONE,EDC AKBARPUR,EDD_TANDA,DIV324732,"vidyut nagar, makhdoomnagar, khairpur",609,2384,0,48,608299.4400000001,5546669.86,0,0,2432,18,2295,110,2063,4,0,39,0,1656180,202,202,967,2432,544,2432,2282,838,29.9%,36.7%
AYODHYA ZONE,EDC AYODHYA,EDD-AYODHYA DHAM AYODHYA,DIV324611,"devkali village, sidharath nagar, mirzapur,deen dayal nagar, dhani ram ka purva, sriswtipuram phase-2 , adard nagar, saketpuri, sahajahapur",22,3561,3,240,1761043.8699999999,13471779.32,0,6,3801,9,3770,1492,3360,5,0,7,0,12382696,5,5,367,3801,0,3801,3636,2449,91.9%,67.4%
AYODHYA ZONE,EDC AYODHYA,EDD-AYODHYA DHAM AYODHYA,DIV324611,"ghusiyana, durgapuri, jogitara, tribhavan nagar, janeura, patel nagar, naka chugi, gandhi nagar, hanumat nagar, girijapuram, krishana nagar, gulab nagar, tilak nagar, brahman tola",1055,3373,10,226,2827550.7,35772473.44,0,13,3599,16,3470,914,3067,28,0,10,0,12151851.82,45,45,737,3429,9,3599,3390,1950,34.0%,57.5%
AYODHYA ZONE,EDC BARABANKI,EDD FATEHPUR,DIV324524,"bahamani thola , fayadpur , pachghara ,lohargali , mahaveer marga, sai abazar",475,1220,2,13,294900.05,2259585.83,0,0,1198,5,1201,89,1026,6,0,6,0,1123175.83,20,20,261,1232,77,1233,1147,493,49.7%,43.0%
AYODHYA ZONE,EDC BARABANKI,EDD FATEHPUR,DIV324524,"baina , gagauali , anwari, amarsanda , tikarhar , kallupurwa",23,5924,0,52,1509288.67,8303075.05,0,1,5602,167,5524,199,3042,7,0,4,0,2837804,724,724,2490,5976,866,5976,4844,915,34.2%,18.9%
AYODHYA ZONE,EDC BARABANKI,EDD FATEHPUR,DIV324524,"patel chauh\raha , kazipur 1/2/3 dyaram bhag , matamalim bhag",652,3765,11,74,824980.23,7144237.2299999995,0,2,3519,83,3707,411,3194,14,0,22,0,4280433,137,137,980,3835,323,3839,3409,1507,59.9%,44.2%
AYODHYA ZONE,EDC BARABANKI,EDD HAIDERGARH,DIV324525,"foolmati, malviya nagar, paschim katra etc",534,2021,2,47,346808.48,2870315.82,0,2,2065,4,1940,132,1421,2,0,0,0,1568266,148,148,479,2050,368,2068,1748,612,54.6%,35.0%
AYODHYA ZONE,EDC BARABANKI,EDD HAIDERGARH,DIV324525,"kothi bazar, madarpur, chhatauni, ramdeenpurwa",5,2317,2,27,383214.89,2835932.02,0,0,2344,1,2179,190,2265,2,0,0,0,1452023,114,114,433,2344,209,2344,2305,910,51.2%,39.5%
AYODHYA ZONE,EDC BARABANKI,EDD HAIDERGARH,DIV324525,"patti ward, hasanpur, haveli ward,",352,2161,0,34,280882.53,1997283.92,0,1,2193,4,1968,188,1934,1,0,0,0,1128545,151,151,488,2151,370,2195,1984,726,56.5%,36.6%
AYODHYA ZONE,EDC BARABANKI,EDD-RAMNAGAR BARABANKI,DIV324523,"lakhraura, kadirabad, purani tehsil",812,3473,3,52,819892.34,5439813.43,0,2,3525,116,3248,55,2719,8,0,36,0,3529183.99,255,255,937,3525,534,3525,3097,954,64.9%,30.8%
AYODHYA ZONE,EDC BARABANKI,EDD-RAMNAGAR BARABANKI,DIV324523,"surjanpur, amera, gulariya, bairagipur, fajehtapur",4,4410,0,15,467717.38,5104617.86,0,1,4425,144,4032,249,3983,2,0,0,0,543446,1771,1771,2716,4425,647,4425,4302,341,10.6%,7.9%
AYODHYA ZONE,EDC BARABANKI,EDD_RS_GHAT,DIV324521,dariyabad town,447,3789,3,42,560776.96,4864878.73,0,3,3831,8,3604,743,3206,3,0,0,0,3159427,153,153,567,3792,540,3831,3524,1679,64.9%,47.6%
AYODHYA ZONE,EDC BARABANKI,EDD_RS_GHAT,DIV324521,tikaitnagar town,749,1958,1,45,514863.38,1494127.98,0,3,2003,7,1956,81,1850,4,0,2,0,2989910.26,98,98,352,2003,270,2003,1927,716,200.1%,37.2%
AYODHYA ZONE,EDC BARABANKI,EDD_RS_GHAT,DIV324521,zaidpur-i_32452110001zpr,302,3466,3,44,559617.44,5371790.11,0,1,3414,13,3386,1290,2999,5,0,2,0,3302578.84,34,34,518,3510,2,3510,3097,1855,61.5%,59.9%
AYODHYA ZONE,EDC BARABANKI,EDD_RS_GHAT,DIV324521,zaidpur-ii_32452110001zdi,19,1562,2,17,268061.77,2732775.97,0,0,1579,6,1546,644,1505,3,0,1,0,1367993,100,100,406,1579,8,1579,1539,799,50.1%,51.9%
AYODHYA ZONE,EDC GAURIGANJ,EDD AMETHI,DIV324852,"ratapur, ghoraha lal shah bhadar masha parsoiya",195,3212,1,216,686105.31,6427646.45,0,0,3175,64,3117,81,2917,12,0,2,0,963570,324,324,1391,3363,114,3428,3074,467,15.0%,15.2%
AYODHYA ZONE,EDC GAURIGANJ,EDD JAGDISHPUR,DIV324854,"mahona kasba, kisni, barsnda",221,755,0,5,123641.28,1103319.44,0,0,751,80,715,12,479,0,0,1,0,122071,124,124,341,753,101,760,618,69,11.1%,11.2%
AYODHYA ZONE,EDC GAURIGANJ,EDD TILOEE,DIV324853,"gandhinagar,kashimpur, hatwa, lala ka purwa, kajipur, naya ka purwa, makdumnagar",138,1154,2,11,146219.74,1318747.54,0,0,1165,21,1116,217,948,0,0,1,0,794296,106,106,246,1165,166,1165,1090,418,60.2%,38.3%
AYODHYA ZONE,EDC GAURIGANJ,EDD TILOEE,DIV324853,nalapar,0,1,0,0,44,333.5,0,0,1,0,1,0,1,0,0,0,0,181,0,0,0,1,1,1,1,1,54.3%,100.0%
AYODHYA ZONE,EDC GAURIGANJ,EDD TILOEE,DIV324853,"satan ka purwa,semrauta,khekharuwa,,akabarpur farsi,kotwa mohamdabad,shivrataganj.",0,1,0,0,32,411.06,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0.0%,0.0%
AYODHYA ZONE,EDC SULTANPUR,EDD JAISINGHPUR,DIV324845,"kurebhar bazar,guptargunj,purkhipur, dhanpatgunj,seur",1881,5972,4,118,1337702.83,29502320.84,0,7,6090,87,5369,139,4411,17,0,0,0,4227011.64,1266,1266,2665,6034,380,6090,5863,1336,14.3%,22.8%
AYODHYA ZONE,EDC SULTANPUR,EDD KADIPUR,DIV324844,"kadipur tehesil, kadipur town, midila, dostpur town, khalispur dingur, block chauraha, surapur markat, saraiya market",2018,8353,23,153,2181721.95,19460585.7,0,3,8506,239,7975,401,7110,22,0,103,0,6630604.27,1229,1229,3720,8179,935,8506,7926,2182,34.1%,27.5%
AYODHYA ZONE,EDC SULTANPUR,EDD KADIPUR,DIV324844,nalapar,28,34,0,0,8872.7,54172.84,0,0,34,0,34,0,30,0,0,0,0,12134,0,0,9,31,4,34,30,3,22.4%,10.0%
AYODHYA ZONE,EDC SULTANPUR,EDD LAMBUA,DIV324843,lambhua tehsil,106,1453,3,31,458871.45,4115163.77,0,1,1484,11,1435,158,1328,4,0,4,0,2058545,245,245,530,1484,131,1484,1445,479,50.0%,33.1%
AYODHYA ZONE,EDC SULTANPUR,EDD LAMBUA,DIV324843,nalapar,34,427,1,5,100840.03,1089842.93,0,0,432,4,415,35,393,0,0,3,0,432409,63,63,152,432,46,432,423,149,39.7%,35.2%
AYODHYA ZONE,EDC SULTANPUR,EDD LAMBUA,DIV324843,"ramganj, raipur",250,1363,0,21,469770.36,3924193.23,0,1,1384,20,1343,66,1079,9,0,3,0,1569659,276,276,614,1384,129,1384,1298,356,40.0%,27.4%
AYODHYA ZONE,EDC SULTANPUR,EDD SULTANPUR,DIV324841,"vinobhapuri,panchopeeran,hathiya nala,gola ghat,mazar wali gali,bechu khan ka purwa,katwa,ramteerth nagar,nizampatti,wallipur,kasba,molnapur,gomti nagar",1393,9128,14,184,2608516.75,-8212883.32,0,9,9312,465,8796,392,6422,59,0,60,0,11796088.02,2538,2538,4775,6267,854,9312,9063,2252,-143.6%,24.8%
AYODHYA ZONE,EDC SULTANPUR,EDD-BALDIRAI SULTANPUR,DIV324842,"atarsuma  kala,lohangi,tikarmod,sanjay nagar,,, harora bazar,kutta chauraha",7,1208,0,11,142257.2,1082125.58,0,0,1219,91,1193,154,979,1,0,0,0,440733,204,204,425,1176,170,1219,1186,298,40.7%,25.1%
AYODHYA ZONE,EDC SULTANPUR,EDD-BALDIRAI SULTANPUR,DIV324842,"baldirai bazar, arwal bazar,aalmau,gaura,,,dehli bazar,baghauna bazar",56,1373,1,18,242767.82,-1905131.9,0,0,1366,103,1353,45,1084,3,0,0,0,372254,251,251,608,1373,168,1391,1312,242,-19.5%,18.4%
AYODHYA ZONE,EDC SULTANPUR,EDD-BALDIRAI SULTANPUR,DIV324842,"dautpur, aliganj,rawaniya, maniyari,sahabaganj, bhulai ka purva, islam ganj",130,5861,3,86,972252.56,8501493.97,0,2,5875,197,5743,189,4951,3,0,2,0,2215047,1370,1370,2659,5819,1249,5947,5778,1269,26.1%,22.0%
BAREILLY I,EDC BAREILLY,EDD AONLA,DIV341924,nalapar,753,2587,4,39,459091.19,4151482.19,0,1,2620,67,2501,747,2175,4,508,6,0,2725664,87,87,481,2626,6,2626,2445,1070,65.7%,43.8%
BAREILLY I,EDC BAREILLY,EDD BAHERI,DIV341923,"noori nagar,noori nagar line par nai basti,mohalla shagarh,mohalla shekhupur,meena bazar,mohalla abbash nagar,mohammadpur,saqlan nagar",583,14731,9,243,3402680.56,31123044.34,0,6,14647,397,14346,5867,13174,8,2841,85,0,18758884.5,300,300,3929,14844,14,14974,14227,5669,60.3%,39.8%
BAREILLY II,EDC BADAUN,EDD BADAUN,DIV381811,"forshori tola, sotha khel, bhandar kuan, zama masjid, jummi chowki,sotha, molvi tola, nagran",1377,2899,2,29,848329.35,7068872.1899999995,0,0,2928,21,2843,303,2463,32,358,13,0,4702042,108,108,624,2928,154,2928,2811,1485,66.5%,52.8%
BAREILLY II,EDC BADAUN,EDD II BADAUN,DIV381812,bisauli town,551,5880,5,273,1327393.47,12110930.92,1,10,6153,25,5752,1777,4807,7,1548,11,0,7015839,548,548,1680,6147,14,6153,5621,2190,57.9%,39.0%
BAREILLY II,EDC BADAUN,EDD-BISAULI BADAUN,DIV381813,bisauli town,1909,7855,16,177,2294239.22,17580596.82,5,13,8032,66,7218,417,6526,15,3108,24,0,9949890.58,1616,1616,4211,7994,1181,8032,7535,1743,56.6%,23.1%
BAREILLY II,EDC BADAUN,EDD-BISAULI BADAUN,DIV381813,islamnagar town,652,4804,2,110,1384677.32,14290283.76,0,6,4914,30,4463,321,4132,8,2422,3,0,4521274,1236,1236,2375,4832,297,4914,4670,975,31.6%,20.9%
BAREILLY II,EDC PHILIBHIT,EDD PILIBHIT,DIV382041,"station road, madhuban colony, ballabh nagar, awash vikash, lal road, jp road, ekta nagar ashok colony , khudaganj, panjabian",7904,12180,58,216,2887249.3,23251988.95,0,1,12350,92,12262,1424,11748,71,1864,45,0,17090884.05,23,23,1161,12387,13,12396,12174,6552,73.5%,53.8%
BAREILLY II,EDC PHILIBHIT,EDD PURANPUR,DIV382042,"moh bamanpuri, linepar sahukara & moh chauk",1704,4905,1,67,882172.5599999999,8077836.09,0,1,4972,63,4526,1192,4427,4,1162,7,0,4607631,254,254,1181,4954,6,4972,4821,1994,57.0%,41.4%
BAREILLY II,EDC SHAJAHANPUR,EDD TILHAR,DIV382131,degree college,453,3699,3,56,818318.79,6505953.24,0,2,3755,68,3570,1563,3167,1,735,4,0,4254019,61,61,481,3754,26,3755,3529,1833,65.4%,51.9%
BAREILLY II,EDC SHAJAHANPUR,EDD TILHAR,DIV382131,"eid gah, islam nagar, 1st point",482,6018,4,115,1216324.3,10656840.48,0,4,6114,262,5670,821,4781,5,2565,42,0,5730329.5,1103,1103,2319,6131,672,6133,5749,1764,53.8%,30.7%
BAREILLY II,EDC SHAJAHANPUR,EDD TILHAR,DIV382131,khudaganj,180,2131,1,32,336097.77,2626372.42,0,4,2156,97,2019,183,1556,4,925,9,0,1693103,389,389,635,2135,326,2163,1991,519,64.5%,26.1%
BAREILLY II,EDC SHAJAHANPUR,EDD-SHAJAHANPUR,DIV382132,anta,1162,4382,18,86,1245446.55,11053212.72,0,2,4468,29,4106,1357,4102,18,1229,11,0,7500310.22,32,32,677,4450,10,4468,4342,2453,67.9%,56.5%
BAREILLY II,EDC SHAJAHANPUR,EDD-SHAJAHANPUR,DIV382132,hayatpura,2715,7415,24,178,1934392.95,15878208.75,0,5,7261,169,7248,1965,6513,34,1567,37,0,11890705.45,43,43,1292,7519,42,7593,6951,3554,74.9%,51.1%
BAREILLY II,EDC SHAJAHANPUR,EDD-SHAJAHANPUR,DIV382132,reti,1322,3255,6,56,645889.97,5827913.1,0,3,3172,81,3206,793,2912,12,712,4,0,3769404.58,18,18,479,3274,27,3311,3056,1512,64.7%,49.5%
DEVIPATAN ZONE,EDC BAHRAICH,EDD BAHRAICH,DIV354921,bashirganj,889,8846,16,276,2609296.38,23105269.99,0,5,9122,47,8988,3337,8439,28,3355,11,0,24776926.35,5,5,1044,9100,6,9122,8909,5454,107.2%,61.2%
DEVIPATAN ZONE,EDC GONDA,EDD- COLONELGANJ GONDA,DIV355213,colonelganj tahseel,1368,6351,5,86,1518626.26,11166241.41,3,5,6437,106,5289,226,3812,17,1361,35,0,7424709.05,594,594,1863,6348,384,6437,5714,1892,66.5%,33.1%
DEVIPATAN ZONE,EDC GONDA,EDD- COLONELGANJ GONDA,DIV355213,katra ipds,821,1572,2,21,477803.56,4695526.79,0,0,1593,18,1485,32,1287,3,271,12,0,1346025,138,138,437,1578,59,1593,1453,365,28.7%,25.1%
DEVIPATAN ZONE,EDC GONDA,EDD- COLONELGANJ GONDA,DIV355213,khargupur ipds,939,2289,0,32,425744.77,3918140.84,0,0,2321,64,2026,19,1379,2,100,12,0,2048274,351,351,1100,2300,235,2321,1998,442,52.3%,22.1%
DEVIPATAN ZONE,EDC GONDA,EDD-MANKAPUR GONDA,DIV355214,dhanaypur,20,74,0,0,11068,143810.63,0,0,74,0,69,0,62,1,41,0,0,15884,31,31,47,74,0,74,71,6,11.0%,8.5%
GOMTI NAGAR ZONE,EUDC GOMTI NAGAR,EUDD_CHINHAT,DIV372626,vineet khand,59,346,39,277,356610.39,3224437.45,0,0,557,17,640,232,455,24,85,1,0,2695228.59,0,0,80,487,1,654,485,410,83.6%,84.5%
GOMTI NAGAR ZONE,EUDC GOMTI NAGAR,EUDD_CHINHAT,DIV372626,whole kashiram colony block 180,2092,2487,0,8,303510.91,2532173.97,0,0,2494,16,2444,154,2281,10,37,6,0,1614654,6,6,205,2494,1,2495,2397,1356,63.8%,56.6%
GOMTI NAGAR ZONE,EUDC GOMTI NAGAR,EUDD_GOMTINAGAR,DIV372622,gwari,427,903,5,38,387974.31,3056945.59,0,0,941,4,901,220,847,12,189,2,0,2608425,0,0,61,941,11,941,893,683,85.3%,76.5%
GOMTI NAGAR ZONE,EUDC GOMTI NAGAR,EUDD_GOMTINAGAR,DIV372622,jugauli,497,1044,3,31,410624.66,3436075.1,0,0,1075,6,1054,180,1001,10,253,1,0,2715816.53,1,1,56,1075,3,1075,1042,782,79.0%,75.0%
