ZONE,CIRCLE,DIVISION,DIV_CODE_x,area,1ph_sm,1ph_tot,3ph_sm,3ph_tot,CONSUMPTION_CURR_MNTH,CURRENT_ASSESSMENT,HT_sm,HT_tot,billable,idf,mobile_no,mri_billing,mu_billed,neg_inf,ocr_billing,pos_inf,rdf,real,rem_luc,rem_np,slab_abv_10k,tagged,td_cnt,total,total_billed,turn_up,ce%,turn_up %
RAEBARELI,EDC RAEBARELI-I,EDD-TRIPULA RAEBARELI,DIV332732,"nakphulha,shahpur,mohammadpur,purwa pindaur",1170,2295,0,15,335357.79,2687047.98,0,0,2310,2,2226,50,1639,3,224,0,0,541397.78,229,229,568,2310,226,2310,2249,391,20.1%,17.4%
RAEBARELI,EDC RAEBARELI-I,EDD-TRIPULA RAEBARELI,DIV332732,"thulwasa,lodhwamau,hardaspur,gauriganj,",511,3646,0,17,596131.43,4599818.65,0,0,3663,27,3475,161,2569,4,1373,2,0,933080,311,311,1103,3663,613,3663,3636,555,20.3%,15.3%
RAEBARELI,EDC UNNAO,EDD III UNNAO PURWA,DIV332543,asgarganj,0,431,0,3,35738.2,283157.89,0,0,434,1,375,18,327,0,112,0,0,61367,29,29,96,434,2,434,433,70,21.7%,16.2%
RAEBARELI,EDC UNNAO,EDD III UNNAO PURWA,DIV332543,mangat kheda,3,608,0,8,116732.08,878713.06,0,1,616,1,581,93,569,2,211,0,0,495686,12,12,53,616,78,616,616,221,56.4%,35.9%
RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,DIV332544,fatehpur 84 kasba,1210,2242,0,12,521812.22,3792399.58,0,0,2254,13,2160,12,1583,5,57,3,0,1110764,75,75,311,2232,8,2254,2206,555,29.3%,25.2%
RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,DIV332544,ganjmuradabad kasba,29,2950,6,26,448619.42,3529455.89,1,1,2975,13,2789,869,2680,2,890,2,0,2833967.51,99,99,207,2961,289,2976,2966,1428,80.3%,48.1%
RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,DIV332544,kursath kasba,1,704,0,3,99085.64,794347.08,0,0,707,2,677,2,454,0,42,2,0,249602,15,15,28,692,19,707,704,219,31.4%,31.1%
RAEBARELI,EDC UNNAO,EDD IV UNNAO BANGARMAU,DIV332544,ugu kasba,469,1073,0,0,98938.06,771770.32,0,0,1073,0,982,171,723,1,120,0,0,335998,9,9,84,1066,24,1073,999,486,43.5%,48.6%
RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,DIV332545,auras town,11,6895,2,103,992982.92,17861754.85,0,0,6996,143,6382,765,5685,15,1391,2,0,1495204,1480,1480,2192,6895,838,6998,6932,947,8.4%,13.7%
RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,DIV332545,hasanganj tehseel,4,1613,8,49,498012.4,4103278.83,0,0,1662,43,1591,418,1005,1,249,5,0,1767556,134,134,400,1654,32,1662,1643,569,43.1%,34.6%
RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,DIV332545,mohan town,1661,3218,1,45,686397.29,5603154.28,0,1,3263,22,3204,422,2595,8,297,2,0,3511528.12,88,88,338,3234,104,3263,3084,1227,62.7%,39.8%
RAEBARELI,EDC UNNAO,EDD V UNNAO HASANGANJ,DIV332545,nawabganj town,497,2971,3,69,1335269.43,10185890.83,0,1,3040,9,2841,414,2286,2,322,2,0,9561369.25,140,140,472,3039,201,3040,2991,985,93.9%,32.9%
RAEBARELI,EDC UNNAO,EDD-PDNAGAR UNNAO,DIV332541,puran nagar,2402,5190,5,61,1084675.14,9054943.13,0,0,5251,18,5177,752,4822,23,777,1,0,6211215.61,10,10,238,5251,1,5251,5152,2885,68.6%,56.0%
SITAPUR,EDC GOLA,EDD III PALIYA,DIV392273,"bheera nagar panchayat area,bank road,main road area",314,3536,7,59,667887.99,5807798.24,0,2,3510,20,3176,148,2926,6,910,6,0,1754222,552,552,1580,3595,492,3595,3452,506,30.2%,14.7%
SITAPUR,EDC GOLA,EDD III PALIYA,DIV392273,"station chauraha,mela maidan,mela gate,mahigran,ahiran",1614,4082,6,58,769568.49,7302287.42,0,0,4139,13,3885,412,3318,9,852,4,0,3124640,307,307,1358,4140,62,4140,4039,1037,42.8%,25.7%
SITAPUR,EDC HARDOI,EDD HARDOI,DIV392412,atwa,114,338,0,6,131991.98,1191218.48,0,1,344,0,327,9,233,0,24,0,0,1036718,92,92,160,298,75,344,336,22,87.0%,6.5%
SITAPUR,EDC HARDOI,EDD I HARDOI,DIV392411,"chachrapur, adampur, jajwashi, rasulpur, gyanpurwa, baghrayi",188,5482,1,145,658428.46,6954233.09,0,3,5626,24,4970,262,4057,9,1165,2,0,2552767.96,1908,1908,2688,5597,466,5627,5569,573,36.7%,10.3%
SITAPUR,EDC HARDOI,EDD I HARDOI,DIV392411,"jarali kala, jarauli newada, parsola, rampur majhiyara, birni, jalalpur, alligarh",91,4889,0,61,735929.61,6907969.22,0,1,4950,3,4501,68,2721,7,314,2,0,996302,1475,1475,2567,4949,1228,4950,4915,351,14.4%,7.1%
SITAPUR,EDC HARDOI,EDD I HARDOI,DIV392411,"selapur, piprawa, khwajgipur, sekhwapur purwi, bhithayi, kazipur, terwa",6,3332,0,39,387557.49,3283178.56,0,4,3352,13,3196,441,2609,7,419,1,0,1565564,541,541,911,3371,227,3371,3356,822,47.7%,24.5%
SITAPUR,EDC HARDOI,EDD SANDILA,DIV392414,"atrauli market,beniganj road,ganj market,newada chauraha,bharawan road",7,2061,0,26,297623.23,2529259.91,0,1,2084,41,1982,66,839,3,155,0,0,945456,646,646,954,2087,430,2087,2081,236,37.4%,11.3%
SITAPUR,EDC HARDOI,EDD SANDILA,DIV392414,"imam chauk,malkana,makum kua,chhota chauraha,mangal bazar,imaliyag chauraha,mandaai,atrauli road,garhi mandai,chaudhari hata,kisan tola",1121,4345,0,16,829623.4,6412860.09,0,1,4358,33,4339,1765,3696,3,645,13,0,3591430,4,4,219,4361,15,4361,4125,2089,56.0%,50.6%
SITAPUR,EDC HARDOI,EDD SANDILA,DIV392414,"kothawan town,beniganj road,sandila road,atrauli road,malehra market",284,2891,0,30,464055.36,3248710.71,0,1,2915,26,2807,543,1701,3,342,6,0,1217767,492,492,743,2921,364,2921,2831,696,37.5%,24.6%
SITAPUR,EDC HARDOI,EDD SANDILA,DIV392414,"railwayganj, kukuhi,gaju tiraha,sumitra tiraha,kachhauna town,gol building,islam nagar,tilak nagar,station road balamau",58,3427,0,25,633418.45,2202094.2499999995,0,1,3440,70,3242,958,2937,2,770,9,0,2063424,170,170,604,3452,184,3452,3419,1177,93.7%,34.4%
SITAPUR,EDC HARDOI,EDD SHAHABAD,DIV392413,"badi pihani/chhoti pihani,mishrana,kanjar chauraha,naagar,chhipitola",1507,5437,0,29,1034287.37,6004773.78,0,0,5430,3,5307,179,3633,7,925,1,0,2557661,726,726,1566,5451,486,5466,5330,1403,42.6%,26.3%
SITAPUR,EDC HARDOI,EDD SHAHABAD,DIV392413,"beniganj,sarai saif,sulah sarai,patiyaneem,imam chowk",558,5740,2,83,1563414.17,15154926.01,0,0,5808,75,5584,1041,4843,5,1143,15,0,2322761,988,988,1982,5725,700,5823,5786,1574,15.3%,27.2%
SITAPUR,EDC HARDOI,EDD SHAHABAD,DIV392413,"chowk,khera balaikot,khera ajmat,khera bibijai,akhtiyarpur,dilawarpur",1121,3454,1,29,559299.17,958261.4500000003,0,0,3483,18,3259,669,2816,10,641,4,0,1936076.69,91,91,500,3483,130,3483,3446,1210,202.0%,35.1%
SITAPUR,EDC LAKHIMPUR,EDD III LAKHIMPUR NIGHASAN,DIV392263,chakhara,14,1681,0,22,239774.24,2071149.3,0,2,1703,6,1625,33,1459,3,359,2,0,1493698,92,92,591,1692,112,1703,1690,173,72.1%,10.2%
SITAPUR,EDC LAKHIMPUR,EDD III LAKHIMPUR NIGHASAN,DIV392263,dhaurahra,1129,4167,3,38,885318.83,6609383.88,0,1,4204,117,3993,117,2454,8,656,11,0,1795882,259,259,1424,4168,1348,4205,4115,865,27.2%,21.0%
SITAPUR,EDC LAKHIMPUR,EDD III LAKHIMPUR NIGHASAN,DIV392263,nighasan,625,2480,2,68,836920.34,5229174.45,0,0,2547,20,2334,53,1887,9,610,13,0,2020328,292,292,869,2527,375,2548,2489,537,38.6%,21.6%
SITAPUR,EDC LAKHIMPUR,EDD III LAKHIMPUR NIGHASAN,DIV392263,singahi,51,3195,1,26,651394.58,4431848.36,0,0,3219,19,2795,17,1951,7,1244,8,0,2234937,229,229,969,3138,602,3221,3168,590,50.4%,18.6%
SITAPUR,EDC LAKHIMPUR,EDD LAKHIMPURKHIRI,DIV392261,"krishna nagar, shastri nagar",41,197,0,1,41671.85,352352.21,0,0,198,1,198,43,178,0,73,0,0,136041,0,0,43,198,1,198,198,73,38.6%,36.9%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"ambedkar murti area, badi bazar area, nai masjid, paschim mohalla, ram rakhan colony, anshari gali, mainahan road, uttar mohalla, purani masjid, badagaon tiraha, dhakaiyya , kachiyani purwa",86,944,0,4,119465.24,948630.58,0,0,948,20,903,32,763,2,495,0,0,116037,203,203,519,940,163,948,943,63,12.2%,6.7%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"badagaon,chafandi, balakram purwa",14,166,0,2,24984.27,237151.35,0,0,168,14,157,1,92,0,60,0,0,19678,40,40,143,168,20,168,166,10,8.3%,6.0%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"bagiya mohalla, julahan tola, muraun tola,kabadiyan tola,sewala,ektanagar,thatheran tola, kotwali, mahaviri, bagiya, jagatiya, chamraudha, techers colony, shiwala gadhi",45,310,0,3,52453.340000000004,281708.69,0,0,313,5,298,3,239,0,164,0,0,26462,84,84,230,312,81,313,310,7,9.4%,2.3%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"bheraghasi, mahola baibha, nijampur nikati,ambersot, ambuwapur,bhanpur haruwa,gopalapur,tiyatilok, bajudiha,padri mohan",644,2264,1,17,378943.58,3345575.22,0,0,2280,25,2231,14,1884,0,950,3,0,229140,636,636,1490,2236,324,2281,2255,90,6.8%,4.0%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"fardhan, rampur gokul, dhaurahra, ganeshpur",370,1504,1,19,263119.22,2260036.9,0,0,1519,71,1365,92,1068,3,537,0,0,310486,295,295,784,1488,158,1523,1497,97,13.7%,6.5%
SITAPUR,EDC LAKHIMPUR,EDD-MITAULI LAKHIMPURKHIRI,DIV392262,"sunderwal, saidipur ashogapur, belihan",101,1665,0,9,314895.91,2421928.4899999998,0,1,1671,151,1519,95,1162,0,522,1,0,396917,302,302,986,1669,268,1674,1654,135,16.4%,8.2%
SITAPUR,EDC SITAPUR,EDD BISWAN,DIV392323,laharpur town,173,1698,0,32,328960.21,2792992.94,0,2,1704,37,1710,365,1448,2,546,0,0,1704428,16,16,95,1714,5,1730,1684,789,61.0%,46.9%
SITAPUR,EDC SITAPUR,EDD I SITAPUR,DIV392321,"krishna nagar, shastri nagar",917,2005,6,37,697143.96,-6420194.05,0,6,2039,9,2021,345,1814,12,398,1,0,4966537,20,20,282,2035,59,2042,1993,954,-77.4%,47.9%
SITAPUR,EDC SITAPUR,EDD I SITAPUR,DIV392321,maholi town,1479,4500,2,69,836587.22,6453264.9,0,0,4561,38,4398,303,3169,25,728,11,0,3004211,410,410,1102,4534,285,4569,4472,1246,46.6%,27.9%
SITAPUR,EDC SITAPUR,EDD I SITAPUR,DIV392321,"ramlila maidan , manni chauraha",1310,3121,5,28,672503.84,5863873.25,0,0,3148,17,3044,443,2770,4,739,0,0,3451143.97,56,56,540,3140,16,3149,3083,1463,58.9%,47.5%
SITAPUR,EDC SITAPUR,EDD I SITAPUR,DIV392321,vikas nagar khoobpur,1540,3840,15,62,985119.9400000001,8261635.6,0,3,3898,28,3848,459,3449,15,920,2,0,5259986.55,37,37,524,3877,34,3902,3832,1804,63.7%,47.1%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,"chandapur bazar, chandpur lodhuni, katra",3,1019,0,3,116349.27,860951.13,0,0,1022,3,938,14,746,1,193,0,0,227127,127,127,223,1010,81,1022,999,139,26.4%,13.9%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,jahgirabad  town,37,2393,0,27,553501.3,4395827.41,0,4,2420,57,2276,115,1711,8,524,1,0,1865756,382,382,833,2382,188,2420,2402,409,42.4%,17.0%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,"motipur churaha, bibipur",923,3241,4,67,815161.12,6987487.31,0,5,3308,28,3274,197,2615,18,854,3,0,4163772.54,34,34,370,3215,17,3308,3257,1412,59.6%,43.4%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,"paigamber, bhattha",781,2136,3,38,540591.67,4365328.21,0,2,2174,19,2150,145,1778,5,444,2,0,3074231.68,11,11,191,2122,28,2174,2142,931,70.4%,43.5%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,reusa,3,2337,1,13,332435.02,2347485.82,0,0,2350,37,2143,121,2033,2,264,0,0,593068,569,569,978,2312,252,2350,2335,273,25.3%,11.7%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,sevta,1,1709,0,11,230925.21,1778071.24,0,0,1720,19,1634,20,1485,1,272,0,0,201836,410,410,585,1681,148,1720,1715,123,11.4%,7.2%
SITAPUR,EDC SITAPUR,EDD MAHMUDABAD,DIV392324,"sherapur, bargadiya, katra, purani bazar, paigamber pur",399,1013,0,24,425406.71,4280830.59,0,8,1037,6,1024,31,762,4,149,0,0,2101429,12,12,120,1021,19,1037,1019,354,49.1%,34.7%
